88044 silly lifecycle escape-string-regexp@1.0.2~preinstall: no script for preinstall, continuing
94612 silly install component-inherit@0.0.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/component-inherit-2371e03b
94613 info lifecycle component-inherit@0.0.3~install: component-inherit@0.0.3
94614 silly lifecycle component-inherit@0.0.3~install: no script for install, continuing
94615 silly install concat-map@0.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/concat-map-4728648a
94616 info lifecycle concat-map@0.0.1~install: concat-map@0.0.1
94617 silly lifecycle concat-map@0.0.1~install: no script for install, continuing
94618 silly install brace-expansion@1.1.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/brace-expansion-6f40c90e
94619 info lifecycle brace-expansion@1.1.4~install: brace-expansion@1.1.4
94620 silly lifecycle brace-expansion@1.1.4~install: no script for install, continuing
94621 silly install connect-history-api-fallback@1.2.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/connect-history-api-fallback-570c5436
94622 info lifecycle connect-history-api-fallback@1.2.0~install: connect-history-api-fallback@1.2.0
94623 silly lifecycle connect-history-api-fallback@1.2.0~install: no script for install, continuing
94624 silly install consolidate@0.14.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/consolidate-c4796f3b
94625 info lifecycle consolidate@0.14.1~install: consolidate@0.14.1
94626 silly lifecycle consolidate@0.14.1~install: no script for install, continuing
94627 silly install constants-browserify@0.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/constants-browserify-b6858cd3
94628 info lifecycle constants-browserify@0.0.1~install: constants-browserify@0.0.1
94629 silly lifecycle constants-browserify@0.0.1~install: no script for install, continuing
94630 silly install content-disposition@0.5.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/content-disposition-1c40771f
94631 info lifecycle content-disposition@0.5.1~install: content-disposition@0.5.1
94632 silly lifecycle content-disposition@0.5.1~install: no script for install, continuing
94633 silly install content-type@1.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/content-type-20963bad
94634 info lifecycle content-type@1.0.2~install: content-type@1.0.2
94635 silly lifecycle content-type@1.0.2~install: no script for install, continuing
94636 silly install convert-source-map@1.2.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/convert-source-map-43ee3297
94637 info lifecycle convert-source-map@1.2.0~install: convert-source-map@1.2.0
94638 silly lifecycle convert-source-map@1.2.0~install: no script for install, continuing
94639 silly install cookie@0.1.5 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/cookie-5ce21c60
94640 info lifecycle cookie@0.1.5~install: cookie@0.1.5
94641 silly lifecycle cookie@0.1.5~install: no script for install, continuing
94642 silly install cookie-signature@1.0.6 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/cookie-signature-ddfb48f7
94643 info lifecycle cookie-signature@1.0.6~install: cookie-signature@1.0.6
94644 silly lifecycle cookie-signature@1.0.6~install: no script for install, continuing
94645 silly install core-js@2.4.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/core-js-8ee6f27d
94646 info lifecycle core-js@2.4.0~install: core-js@2.4.0
94647 silly lifecycle core-js@2.4.0~install: no script for install, continuing
94648 silly install babel-runtime@6.6.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-runtime-c9beb14b
94649 info lifecycle babel-runtime@6.6.1~install: babel-runtime@6.6.1
94650 silly lifecycle babel-runtime@6.6.1~install: no script for install, continuing
94651 silly install babylon@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babylon-ddec8120
94652 info lifecycle babylon@6.8.0~install: babylon@6.8.0
94653 silly lifecycle babylon@6.8.0~install: no script for install, continuing
94654 silly install babel-plugin-transform-runtime@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-plugin-transform-runtime-a6d830d8
94655 info lifecycle babel-plugin-transform-runtime@6.8.0~install: babel-plugin-transform-runtime@6.8.0
94656 silly lifecycle babel-plugin-transform-runtime@6.8.0~install: no script for install, continuing
94657 silly install babel-plugin-transform-es2015-typeof-symbol@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-plugin-transform-es2015-typeof-symbol-dc4845e2
94658 info lifecycle babel-plugin-transform-es2015-typeof-symbol@6.8.0~install: babel-plugin-transform-es2015-typeof-symbol@6.8.0
94659 silly lifecycle babel-plugin-transform-es2015-typeof-symbol@6.8.0~install: no script for install, continuing
94660 silly install babel-plugin-transform-es2015-template-literals@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-plugin-transform-es2015-template-literals-96c2c8a1
94661 info lifecycle babel-plugin-transform-es2015-template-literals@6.8.0~install: babel-plugin-transform-es2015-template-literals@6.8.0
94662 silly lifecycle babel-plugin-transform-es2015-template-literals@6.8.0~install: no script for install, continuing
94663 silly install babel-plugin-transform-es2015-spread@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-plugin-transform-es2015-spread-b6709d07
94664 info lifecycle babel-plugin-transform-es2015-spread@6.8.0~install: babel-plugin-transform-es2015-spread@6.8.0
94665 silly lifecycle babel-plugin-transform-es2015-spread@6.8.0~install: no script for install, continuing
94666 silly install babel-plugin-transform-es2015-literals@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-plugin-transform-es2015-literals-e864398e
94667 info lifecycle babel-plugin-transform-es2015-literals@6.8.0~install: babel-plugin-transform-es2015-literals@6.8.0
94668 silly lifecycle babel-plugin-transform-es2015-literals@6.8.0~install: no script for install, continuing
94669 silly install babel-plugin-transform-es2015-for-of@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-plugin-transform-es2015-for-of-03825a8d
94670 info lifecycle babel-plugin-transform-es2015-for-of@6.8.0~install: babel-plugin-transform-es2015-for-of@6.8.0
94671 silly lifecycle babel-plugin-transform-es2015-for-of@6.8.0~install: no script for install, continuing
94672 silly install babel-plugin-transform-es2015-destructuring@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-plugin-transform-es2015-destructuring-51b1598d
94673 info lifecycle babel-plugin-transform-es2015-destructuring@6.8.0~install: babel-plugin-transform-es2015-destructuring@6.8.0
94674 silly lifecycle babel-plugin-transform-es2015-destructuring@6.8.0~install: no script for install, continuing
94675 silly install babel-plugin-transform-es2015-block-scoped-functions@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-plugin-transform-es2015-block-scoped-functions-241b9755
94676 info lifecycle babel-plugin-transform-es2015-block-scoped-functions@6.8.0~install: babel-plugin-transform-es2015-block-scoped-functions@6.8.0
94677 silly lifecycle babel-plugin-transform-es2015-block-scoped-functions@6.8.0~install: no script for install, continuing
94678 silly install babel-plugin-transform-es2015-arrow-functions@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-plugin-transform-es2015-arrow-functions-3f8c7d0c
94679 info lifecycle babel-plugin-transform-es2015-arrow-functions@6.8.0~install: babel-plugin-transform-es2015-arrow-functions@6.8.0
94680 silly lifecycle babel-plugin-transform-es2015-arrow-functions@6.8.0~install: no script for install, continuing
94681 silly install babel-plugin-syntax-trailing-function-commas@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-plugin-syntax-trailing-function-commas-9a1646d2
94682 info lifecycle babel-plugin-syntax-trailing-function-commas@6.8.0~install: babel-plugin-syntax-trailing-function-commas@6.8.0
94683 silly lifecycle babel-plugin-syntax-trailing-function-commas@6.8.0~install: no script for install, continuing
94684 silly install babel-plugin-syntax-object-rest-spread@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-plugin-syntax-object-rest-spread-b982aa07
94685 info lifecycle babel-plugin-syntax-object-rest-spread@6.8.0~install: babel-plugin-syntax-object-rest-spread@6.8.0
94686 silly lifecycle babel-plugin-syntax-object-rest-spread@6.8.0~install: no script for install, continuing
94687 silly install babel-plugin-transform-object-rest-spread@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-plugin-transform-object-rest-spread-3f91abdc
94688 info lifecycle babel-plugin-transform-object-rest-spread@6.8.0~install: babel-plugin-transform-object-rest-spread@6.8.0
94689 silly lifecycle babel-plugin-transform-object-rest-spread@6.8.0~install: no script for install, continuing
94690 silly install babel-plugin-syntax-exponentiation-operator@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-plugin-syntax-exponentiation-operator-bece7403
94691 info lifecycle babel-plugin-syntax-exponentiation-operator@6.8.0~install: babel-plugin-syntax-exponentiation-operator@6.8.0
94692 silly lifecycle babel-plugin-syntax-exponentiation-operator@6.8.0~install: no script for install, continuing
94693 silly install babel-plugin-syntax-async-functions@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-plugin-syntax-async-functions-eae9f1fd
94694 info lifecycle babel-plugin-syntax-async-functions@6.8.0~install: babel-plugin-syntax-async-functions@6.8.0
94695 silly lifecycle babel-plugin-syntax-async-functions@6.8.0~install: no script for install, continuing
94696 silly install babel-plugin-check-es2015-constants@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-plugin-check-es2015-constants-816368d4
94697 info lifecycle babel-plugin-check-es2015-constants@6.8.0~install: babel-plugin-check-es2015-constants@6.8.0
94698 silly lifecycle babel-plugin-check-es2015-constants@6.8.0~install: no script for install, continuing
94699 silly install babel-messages@6.8.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/babel-messages-af9c0050
94700 info lifecycle babel-messages@6.8.0~install: babel-messages@6.8.0
94701 silly lifecycle babel-messages@6.8.0~install: no script for install, continuing
94702 silly install core-util-is@1.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/core-util-is-3cda0262
94703 info lifecycle core-util-is@1.0.2~install: core-util-is@1.0.2
94704 silly lifecycle core-util-is@1.0.2~install: no script for install, continuing
94705 silly install css-color-names@0.0.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/css-color-names-f4861243
94706 info lifecycle css-color-names@0.0.3~install: css-color-names@0.0.3
94707 silly lifecycle css-color-names@0.0.3~install: no script for install, continuing
94708 silly install colormin@1.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/colormin-2b715a00
94709 info lifecycle colormin@1.1.0~install: colormin@1.1.0
94710 silly lifecycle colormin@1.1.0~install: no script for install, continuing
94711 silly install css-what@2.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/css-what-24413021
94712 info lifecycle css-what@2.1.0~install: css-what@2.1.0
94713 silly lifecycle css-what@2.1.0~install: no script for install, continuing
94714 silly install cssesc@0.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/cssesc-70efe0e8
94715 info lifecycle cssesc@0.1.0~install: cssesc@0.1.0
94716 silly lifecycle cssesc@0.1.0~install: no script for install, continuing
94717 silly install source-map@0.5.6 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/source-map-3d1de41d
94718 info lifecycle source-map@0.5.6~install: source-map@0.5.6
94719 silly lifecycle source-map@0.5.6~install: no script for install, continuing
94720 silly install custom-event@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/custom-event-813c925c
94721 info lifecycle custom-event@1.0.0~install: custom-event@1.0.0
94722 silly lifecycle custom-event@1.0.0~install: no script for install, continuing
94723 silly install assert-plus@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/assert-plus-762f6f9a
94724 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
94725 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
94726 silly install dashdash@1.13.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/dashdash-6d60045b
94727 info lifecycle dashdash@1.13.1~install: dashdash@1.13.1
94728 silly lifecycle dashdash@1.13.1~install: no script for install, continuing
94729 silly install data-uri-to-buffer@0.0.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/data-uri-to-buffer-dcd25b9d
94730 info lifecycle data-uri-to-buffer@0.0.4~install: data-uri-to-buffer@0.0.4
94731 silly lifecycle data-uri-to-buffer@0.0.4~install: no script for install, continuing
94732 silly install date-now@0.1.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/date-now-a39553cf
94733 info lifecycle date-now@0.1.4~install: date-now@0.1.4
94734 silly lifecycle date-now@0.1.4~install: no script for install, continuing
94735 silly install console-browserify@1.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/console-browserify-96deb76d
94736 info lifecycle console-browserify@1.1.0~install: console-browserify@1.1.0
94737 silly lifecycle console-browserify@1.1.0~install: no script for install, continuing
94738 silly install de-indent@1.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/de-indent-888ee659
94739 info lifecycle de-indent@1.0.2~install: de-indent@1.0.2
94740 silly lifecycle de-indent@1.0.2~install: no script for install, continuing
94741 silly install decamelize@1.2.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/decamelize-8731b1fd
94742 info lifecycle decamelize@1.2.0~install: decamelize@1.2.0
94743 silly lifecycle decamelize@1.2.0~install: no script for install, continuing
94744 silly install type-detect@0.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/type-detect-98b66ee5
94745 info lifecycle type-detect@0.1.1~install: type-detect@0.1.1
94746 silly lifecycle type-detect@0.1.1~install: no script for install, continuing
94747 silly install deep-eql@0.1.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/deep-eql-c9305f65
94748 info lifecycle deep-eql@0.1.3~install: deep-eql@0.1.3
94749 silly lifecycle deep-eql@0.1.3~install: no script for install, continuing
94750 silly install chai-nightwatch@0.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/chai-nightwatch-f7e88011
94751 info lifecycle chai-nightwatch@0.1.1~install: chai-nightwatch@0.1.1
94752 silly lifecycle chai-nightwatch@0.1.1~install: no script for install, continuing
94753 silly install deep-is@0.1.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/deep-is-cd50dbd7
94754 info lifecycle deep-is@0.1.3~install: deep-is@0.1.3
94755 silly lifecycle deep-is@0.1.3~install: no script for install, continuing
94756 silly install defined@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/defined-a6a5153e
94757 info lifecycle defined@1.0.0~install: defined@1.0.0
94758 silly lifecycle defined@1.0.0~install: no script for install, continuing
94759 silly install esprima-fb@15001.1001.0-dev-harmony-fb /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/esprima-fb-3ed93120
94760 info lifecycle esprima-fb@15001.1001.0-dev-harmony-fb~install: esprima-fb@15001.1001.0-dev-harmony-fb
